seq_no,instn_code,instn_name,instn_srvc_type_cde,instn_srvc_type,instn_blk_hse_no,instn_street_name,instn_flr_no,instn_unit_no,instn_bldg_name,instn_pc,instn_ofc_no,instn_email,ap_user_name
201400002143,9405143,RAFFLESDENTAL,HC,Healthcare Institution,10.0,TAMPINES CENTRAL 1,4.0,33.0,TAMPINES ONE,529536,67870093.0,dental_admin@raffleshospital.com,
201400002144,11C0142,RAFFLESDENTAL,HC,Healthcare Institution,1.0,WOODLANDS SQUARE,5.0,,CAUSEWAY POINT,738099,68910255.0,dental_admin@raffleshospital.com,
201400002145,12C0053,RAFFLESDENTAL,HC,Healthcare Institution,50.0,RAFFLES PLACE,1.0,,SINGAPORE LAND TOWER,48623,65333640.0,dental_admin@raffleshospital.com,
201400002120,13M0341,Q & M MEDICAL & AESTHETIC CLINIC (FARRER PARK),HC,Healthcare Institution,180.0,KITCHENER ROAD,,,CITY SQUARE MALL,208539,65099558.0,,
201400001904,12C0240,NOVENA ENT -  HEAD & NECK SURGERY SPECIALIST CENTRE,HC,Healthcare Institution,319.0,JOO CHIAT PLACE,3.0,7.0,PARKWAY EAST MEDICAL CENTRE,427989,69339451.0,,
201400001696,13C0002,M MEDICAL CLINIC,HC,Healthcare Institution,681.0,RACE COURSE ROAD,1.0,309.0,,210681,63980462.0,chumuk@yahoo.com.sg,
201400001660,13D0349,LUMINOUS DENTAL CLINIC @ BEDOK SOUTH,HC,Healthcare Institution,18.0,BEDOK SOUTH ROAD,1.0,71.0,,460018,62452838.0,lumindental@hotmail.com,
201400001799,9405272,MY DOCTOR @ LAKESIDE,HC,Healthcare Institution,201.0,BOON LAY WAY,1.0,5.0,LAKESIDE MRT STATION,649845,62657270.0,erniedoc@gmail.com,
201400001797,13D0245,MY BRACES CLINIC,HC,Healthcare Institution,43.0,JALAN MERAH SAGA,1.0,80.0,CHIP BEE GARDENS,278115,67379797.0,startsmiling@mybracesclinic.com,
201400001794,9402804,MILLENNIUM DENTAL SURGEONS PTE LTD,HC,Healthcare Institution,503.0,BISHAN ST 11,1.0,446.0,,570503,62510686.0,chuasweeyeow@yahoo.com.sg,
201400001779,14M0131,MARK LOH PAEDIATRICS,HC,Healthcare Institution,38.0,IRRAWADDY ROAD,5.0,33.0,MT ELIZABETH NOVENA SPECIALIST C,329563,63397283.0,dr.markloh@gmail.com,
201400001763,9401124,MOUNT ELIZABETH DENTAL SURGERY PTE LTD,HC,Healthcare Institution,3.0,MT ELIZABETH,7.0,3.0,MOUNT ELIZABETH MEDICAL CENTRE,228510,67322112.0,,
201400001738,13C0233,MEDINA MEDICAL CENTRE,HC,Healthcare Institution,479.0,TAMPINES STREET 44,1.0,231.0,,520479,65882756.0,medinamedicalcentre@gmail.com,
201400001735,9401087,MEDIHEALTH BISHAN CLINIC & SURGERY,HC,Healthcare Institution,121.0,BISHAN ST 12,1.0,95.0,,570121,62583212.0,,
201400001707,9401051,MARINE PARADE CLINIC,HC,Healthcare Institution,59.0,MARINE TERRACE,1.0,81.0,,440059,62419065.0,konglimkk@yahoo.com.sg,
201400001592,9404792,LEE & LEE (DENTAL SURGEONS) PTE LTD,HC,Healthcare Institution,506.0,TAMPINES CENTRAL 1,1.0,,,520506,67882262.0,,
201400001593,12C0074,LEE & LEE (DENTAL SURGEONS) PTE LTD,HC,Healthcare Institution,152.0,BUKIT BATOK STREET 11,1.0,274.0,,650152,65356113.0,,
201400001543,9405171,KO DJENG DENTAL CENTRE (JELITA BRANCH),HC,Healthcare Institution,293.0,HOLLAND ROAD,2.0,9.0,COLD STORAGE JELITA SHOPPING CEN,278628,64657177.0,,
201400001534,12C0215,KIM TIAN GREEN FAMILY CLINIC,HC,Healthcare Institution,126.0,KIM TIAN ROAD,1.0,6.0,,160126,65702822.0,doczeng0106@gmail.com,
201400001516,9403555,KCS MEDICAL CENTRE PTE LTD,HC,Healthcare Institution,515.0,BEDOK NORTH AVE 2,1.0,205.0,,460515,64438322.0,kcsmed@singnet.com.sg,
201400001672,9400913,LEE & LEE (DENTAL SURGEONS) PTE. LTD.,HC,Healthcare Institution,10.0,COLLYER QUAY,3.0,5.0,OCEAN FINANCIAL CENTRE,49315,65356113.0,,
201400001300,11C0087,"HEART, STROKE & CANCER CENTRE",HC,Healthcare Institution,290.0,ORCHARD ROAD,9.0,,PARAGON,238859,68818000.0,enquiry@shsccentre.com,
201400001101,9405409,EHA CLINIC @ JURONG,HC,Healthcare Institution,492.0,JURONG WEST STREET 41,1.0,40.0,,640492,65660257.0,edenfc@singnet.com.sg,
201400001161,9402497,FRIENDS DENTAL SURGEONS,HC,Healthcare Institution,,TAMPINES ST 21,1.0,1121.0,,524201,67855567.0,admin@friendsdental.com.sg,
201400001163,9400551,FU-XING CLINIC,HC,Healthcare Institution,161.0,BT MERAH CENTRAL,1.0,3737.0,,150161,62731000.0,toh_hosing@yahoo.com.sg,
201400001149,9403709,FOO & ASSOCIATES DENTAL SURGEONS,HC,Healthcare Institution,290.0,ORCHARD RD,9.0,,PARAGON,238859,68380903.0,QandM@QandM.com.sg,
201400001144,9402180,FIRST MEDICAL CENTRE PTE LTD,HC,Healthcare Institution,169.0,STIRLING ROAD,1.0,1165.0,,140169,64768588.0,,
201400001224,11C0070,GREENLINK MEDICAL CLINIC,HC,Healthcare Institution,807.0,YISHUN RING ROAD,1.0,4213.0,,760807,67552238.0,gideonhong@yahoo.com,
201400000880,9400417,"DRS OH, LIM, WONG & PARTNERS",HC,Healthcare Institution,959.0,JURONG WEST ST 92,1.0,154.0,,640959,67913988.0,dolwp@singnet.com.sg,
201400001051,9404213,EC FAMILY CLINIC,HC,Healthcare Institution,30.0,EUNOS CRESCENT,1.0,,EUNOS MRT STATION,409423,67426103.0,admin@ecfamilyclinic.com,
201400001032,9405740,E. L. CHIN FAMILY CLINIC & SURGERY PTE. LTD.,HC,Healthcare Institution,432.0,CLEMENTI AVE 3,1.0,272.0,,120432,67775182.0,chinmed@singnet.com.sg,
201400001017,14M0020,DREAM AMBULATORY SURGERY CENTRE,HC,Healthcare Institution,290.0,ORCHARD ROAD,17.0,,THE PARAGON,238859,68718888.0,info@dreamplasticsurgery.com,
201400000960,13C0208,DENTALSPECIALISTS@SCOTTS,HC,Healthcare Institution,9.0,SCOTTS ROAD,8.0,1.0,PACIFIC PLAZA,228210,67373088.0,drelvinleong@dental-specialists.com.sg,
201100000136,ST0075,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 424 (CC),CC,Childcare Centre,424.0,BEDOK NORTH AVENUE 1,1.0,246.0,,460424,64492494.0,Mui.Guek.Angelia.Low@pcf.org.sg,
201100000135,SE201551,SAINT CLARE SCHOOL FOR SPECIAL EDUCATION PTE LTD,SE,Special Education,10.0,RAEBURN PARK,1.0,9.0,,88702,64660402.0,info@saintclare.com.sg,
201100000134,NT0515,MY FIRST SKOOL,CC,Childcare Centre,153.0,BISHAN STREET 13,1.0,32.0,,570153,66349989.0,info@myfirstskool.com,
201100000132,PT8760,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,CC,Childcare Centre,,PANDAN GARDENS,3.0,0.0,AYER RAJAH COMMUNITY CENTRE,609335,65699297.0,christinelee@littleskoolhouse.com,
201100000130,PT8762,SHOOTING STAR PRESCHOOL PTE LTD,CC,Childcare Centre,305.0,SHUNFU ROAD,1.0,103.0,,570305,62581366.0,shootingstarcdc305@hotmail.com,
201100000129,9404599,BANYAN CLINIC @ JW,HC,Healthcare Institution,502.0,JURONG WEST AVENUE 1,1.0,817.0,,640502,68991161.0,ZUELLY@SINGNET.COM.SG,
201100000126,PT8767,STAR LEARNERS @ BISHAN CENTRAL PTE. LTD.,CC,Childcare Centre,510.0,BISHAN STREET 13,3.0,2.0,,570510,62500173.0,mengwei.tan@starlearners.com.sg,
201100000119,9404143,EAR NOSE & THROAT PARTNERS PTE LTD,HC,Healthcare Institution,3.0,MOUNT ELIZABETH,7.0,2.0,MOUNT ELIZABETH MEDICAL CENTRE,228510,90933584.0,staff@entheadneck.com,
201000000104,9405547,ONEDOCTORS FAMILY CLINIC,HC,Healthcare Institution,710.0,ANG MO KIO AVENUE 8,1.0,2613.0,,560710,65542918.0,danjan2004@yahoo.com.sg,
201000000103,9402533,LIFELINE MEDICAL GROUP,HC,Healthcare Institution,118.0,RIVERVALE DRIVE,2.0,18.0,RIVERVALE PLAZA,540118,68812392.0,lifeline_sk@yahoo.com.sg,
201000000102,9402283,OLIVE TREE BABY & KIDS CLINIC,HC,Healthcare Institution,583.0,ORCHARD ROAD,2.0,,FORUM SHOPPING MALL,238884,67386488.0,sp8000@gmail.com,
201000000097,PT8660,CHERIE HEARTS @ MOUNTBATTEN PTE. LTD.,CC,Childcare Centre,231.0,MOUNTBATTEN ROAD,1.0,1.0,,397999,62423828.0,mountbatten@cheriehearts.com.sg,
201000000096,PT8659,CARPE DIEM KIDS ACADEMY @ WATTEN PTE. LTD.,CC,Childcare Centre,36.0,WATTEN PARK,,,,287421,64676601.0,SKHIM@CARPEDIEM.COM.SG,
201000000094,PT8662,JUNIOR CHAMPS EDUCAMPUS PTE. LTD.,CC,Childcare Centre,21.0,HOUGANG STREET 51,2.0,11.0,HOUGANG GREEN SHOPPING MALL,538719,63866100.0,enquiry.hg@juniorchamps.com.sg,
201000000093,9401898,WOODLANDS CLINIC,HC,Healthcare Institution,131.0,MARSILING RISE,1.0,204.0,,730131,62696681.0,gabshw@gmail.com,
201000000092,9401030,M P NG PAEDIATRIC & CARDIOLOGY CLINIC,HC,Healthcare Institution,3.0,MT ELIZABETH,11.0,3.0,MOUNT ELIZABETH MEDICAL CENTRE,228510,67387873.0,,
201000000091,9404671,MY DENTIST'S CLINIQUE,HC,Healthcare Institution,204.0,BEDOK NORTH STREET 1,1.0,427.0,,460204,64418887.0,my.dentist@hotmail.com,
201000000088,9405428,"SBCC BABY & CHILD CLINIC -  ASTHMA, LUNG, SLEEP, ALLERGY & PAEDIATRIC CENTRE",HC,Healthcare Institution,6.0,NAPIER RD,4.0,15.0,GLENEAGLES MEDICAL CENTRE,258499,64750820.0,sbcc.lung@sbcc.sg,
201000000087,9405352,CARE FAMILY CLINIC,HC,Healthcare Institution,663.0,BUFFALO ROAD,1.0,12.0,,210663,62995868.0,maulyn67@gmail.com,
201000000086,RC1733,PPIS CHILD DEVELOPMENT CENTRE - BUKIT BATOK,CC,Childcare Centre,21.0,BUKIT BATOK EAST AVENUE 6,,,,659759,64678958.0,aslizawati.aman@ppis.sg,
201000000084,PT8656,ODYSSEY THE GLOBAL PRESCHOOL PTE. LTD.,CC,Childcare Centre,20.0,FOURTH AVENUE,,,,268669,64648986.0,janicetay@busybeesasia.com,
201000000081,PT8653,MINDCHAMPS PRESCHOOL @ CITY SQUARE PTE. LTD,CC,Childcare Centre,180.0,KITCHENER ROAD,7.0,1.0,CITY SQUARE MALL,208539,68344388.0,dtph5950@gmail.com,
201200000516,MCPH0400174,GUARDIAN PHARMACY (TOA PAYOH BLK 190),PH,Pharmacy,190.0,LORONG 6 TOA PAYOH,1.0,578.0,,310190,63525912.0,wjtan@guardian.com.sg,
201200000513,PH0900174,GUARDIAN HEALTH & BEAUTY (TANGLIN MALL),PH,Pharmacy,163.0,TANGLIN ROAD,1.0,18.0,TANGLIN MALL,247933,68361146.0,wjtan@guardian.com.sg,
201200000511,PH01718,GUARDIAN PHARMACY (TAMPINES MRT),PH,Pharmacy,20.0,TAMPINES CENTRAL 1,1.0,1.0,TAMPINES MRT STATION,529538,67882908.0,wjtan@guardian.com.sg,
201200000510,SS20154552,CAPITOL OPTICAL CO PTE LTD,OS,Optical Shop,1.0,PASIR RIS CENTRAL STREET 3,2.0,18.0,WHITE SANDS,518457,62701303.0,leysee@capitol.com.sg,
201200000509,SS20154553,EVERSHINE OPTICAL CO,OS,Optical Shop,177.0,TOA PAYOH CENTRAL,1.0,156.0,,310177,62537967.0,evershineoptical@yahoo.com,
201200000508,PH01765,GUARDIAN PHARMACY (RAFFLES CITY),PH,Pharmacy,252.0,NORTH BRIDGE ROAD,,1.0,RAFFLES CITY SHOPPING CENTRE,179103,63392137.0,gwrs@guardian.com.sg,
201200000507,MCPH0500235,GUARDIAN PHARMACY (PLAZA SINGAPURA),PH,Pharmacy,68.0,ORCHARD ROAD,,,PLAZA SINGAPURA,238839,63380813.0,gwrs@guardian.com.sg,
201200000506,PHA1000008,GUARDIAN HEALTH & BEAUTY (PAYA LEBAR MRT),PH,Pharmacy,30.0,PAYA LEBAR ROAD,1.0,,,409006,68469635.0,gwrs@guardian.com.sg,
201200000505,MCPH0700255,GUARDIAN PHARMACY (PARKWAY PARADE),PH,Pharmacy,80.0,MARINE PARADE ROAD,,,PARKWAY PARADE,449269,63442102.0,gwrs@guardian.com.sg,
201200000503,PH01847,GUARDIAN PHARMACY (PARAGON),PH,Pharmacy,290.0,ORCHARD ROAD,,,THE PARAGON,238859,67376282.0,gwrs@guardian.com.sg,
201200000499,SS20154561,OPTICAL 88 (S) PTE LTD (CLEMENTI MALL),OS,Optical Shop,3155.0,COMMONWEALTH AVENUE WEST,5.0,27.0,CLEMENTI MALL,129588,66595327.0,cs@optical88.com.sg,
201200000498,SS20154562,OPTICAL 88 (S) PTE LTD (RAFFLES CITY SHOPPING CENTRE),OS,Optical Shop,252.0,NORTH BRIDGE ROAD,,41.0,RAFFLES CITY SHOPPING CENTRE,179103,63394277.0,cs@optical88.com.sg,
201200000206,SS20154854,YICK MING OPTICAL CO,OS,Optical Shop,3.0,SIMEI STREET 6,1.0,19.0,EAST POINT MALL,528833,67871138.0,universalopt2002@singnet.com.sg,
201200000205,SS20154855,OPTICS INN,OS,Optical Shop,682.0,HOUGANG AVE 4,1.0,324.0,,530682,63857677.0,csfoi1324@yahoo.com.sg,
201200000204,SS20154856,EYECARE STUDIO II,OS,Optical Shop,33.0,SENGKANG WEST AVENUE,1.0,25.0,THE SELETAR MALL,797653,65695229.0,sales@eyecare-studio.com,
201200000203,SS20154857,EYECARE STUDIO,OS,Optical Shop,301.0,BOON LAY WAY,1.0,30.0,BOON LAY MRT STATION,649846,63160676.0,eyecarestudio@gmail.com,
201200000202,SS20154858,KWEE MING OPTICS & CONTACT LENS CENTRE,OS,Optical Shop,371.0,BUKIT BATOK ST 31,1.0,338.0,,650371,65660582.0,,
201200000201,SS20154859,VISION EASE PRIVATE LIMITED,OS,Optical Shop,51.0,UBI AVENUE 1,6.0,24.0,PAYA UBI INDUSTRIAL PARK,408933,68413414.0,jason@visioneaseoptics.com,
201200000200,12C0073,CARING FAMILY CLINIC,HC,Healthcare Institution,501.0,JURONG WEST STREET 51,1.0,271.0,,640501,65645677.0,caringfc@gmail.com,
201200000199,EP11073,PSYCH & PSYCH CONSULTANTS PTE LTD,EI,Early Intervention Programmes,10.0,SINARAN DRIVE,10.0,25.0,SQUARE 2,307506,63976554.0,info@psychnpsych.com,
201200000198,SS20154862,PEARL'S VISIONCARE PTE LTD,OS,Optical Shop,205.0,HOUGANG STREET 21,3.0,0.0,HEARTLAND MALL,530205,62895298.0,pearlshougang@hotmail.com,
201200000196,SS20154864,RAYLITE OPTICAL & TRADING,OS,Optical Shop,,TAMPINES STREET 21,1.0,1133.0,,524201,67811133.0,lena@rayliteoptical.com.sg,
201200000195,SS20154865,SINGAPORE OPTICAL CENTRE,OS,Optical Shop,42.0,CAMBRIDGE ROAD,1.0,3.0,,210042,64797979.0,sg-optical@hotmail.com,
201200000194,SS20154866,PLUS MINUS EYEPOINT,OS,Optical Shop,46.0,HOLLAND DRIVE,1.0,369.0,,270046,67732728.0,plusminus@gmail.com,
201200000193,SS20154867,JUNE OPTICS AND CONTACT LENSES,OS,Optical Shop,228.0,CHANGI ROAD,,8.0,ICON@CHANGI,419741,64428773.0,tanlayhar1966@gmail.com,
201200000192,SS20154868,YONG KAI OPTICAL,OS,Optical Shop,806.0,HOUGANG CENTRAL,1.0,150.0,,530806,62833315.0,joannalohlh@yahoo.com.sg,
201200000191,SS20154869,JAZZ OPTICS,OS,Optical Shop,21.0,HOUGANG STREET 51,1.0,27.0,HOUGANG GREEN SHOPPING MALL,538719,63856114.0,,
201200000190,SS20154870,IDEAL OPTICS,OS,Optical Shop,1.0,MARITIME  SQUARE,2.0,120.0,HARBOURFRONT CENTRE,99253,62782833.0,,
201200000189,SS20154871,FOCAL OPTICS & TRADING,OS,Optical Shop,6.0,EUNOS CRESCENT,1.0,2645.0,,400006,67411419.0,,
201200000188,SS20154872,MING OPTIQUE PTE LTD,OS,Optical Shop,58.0,MARINE TERRACE,1.0,45.0,,440058,62477191.0,mingoptpl@gmail.com,
201200000187,SS20154873,KANDO OPTICS,OS,Optical Shop,1.0,JALAN ANAK BUKIT,1.0,12.0,BUKIT TIMAH PLAZA,588996,64666665.0,kandoBTP@hotmail.com,
201100000114,9405804,HEALTHWERKZ MEDICAL CENTRE,HC,Healthcare Institution,355.0,SEMBAWANG WAY,1.0,2.0,,750355,67557115.0,alphagp@singnet.com.sg,
201100000112,9405535,HEALTHWAY MEDICAL CLINIC,HC,Healthcare Institution,10.0,PASIR RIS CENTRAL,1.0,20.0,PASIR RIS MRT STATION,519634,65820601.0,chroniccare@healthwaymedical.com,
201100000111,9405759,HEALTHWAY MEDICAL,HC,Healthcare Institution,,TAMPINES STREET 21,1.0,1143.0,,524201,62608801.0,chroniccare@healthwaymedical.com,
201100000109,11C0141,HEALTHWAY SCREENING @ CENTREPOINT,HC,Healthcare Institution,176.0,ORCHARD ROAD,6.0,,THE CENTREPOINT,238843,67330355.0,chroniccare@healthwaymedical.com,
201100000107,EP11069,SAINT CLARE SCHOOL FOR SPECIAL EDUCATION PTE LTD,EI,Early Intervention Programmes,10.0,RAEBURN PARK,1.0,9.0,,88702,64660402.0,info@saintclare.com.sg,
201100000106,11C0051,NORTHEAST MEDICAL GROUP,HC,Healthcare Institution,10.0,BUKIT BATOK CENTRAL,1.0,1.0,BUKIT BATOK MRT STATION,659958,62661442.0,nhi.bukitbatok@gmail.com,
201100000105,11C0042,MY FAMILY CLINIC (HOUGANG CENTRAL),HC,Healthcare Institution,804.0,HOUGANG CENTRAL,1.0,118.0,,530804,63852117.0,mfc.hougangcentral@alliance.md,
201100000102,EP10068,TOTAL COMMUNICATION THERAPY PTE LTD,EI,Early Intervention Programmes,896.0,DUNEARN ROAD,3.0,,SIME DARBY CENTRE,589472,64672995.0,totalcommunication001@gmail.com,
201100000101,PT8754,KIDS MANSION CHILDCARE PTE. LTD.,CC,Childcare Centre,18.0,BOON LAY WAY,1.0,131.0,TRADEHUB 21,609966,66599947.0,BENNYLIM@KIDSMANSION.COM.SG,
201100000096,PT8749,MULBERRY LEARNING CENTRE@TANJONG PAGAR PTE. LTD,CC,Childcare Centre,1.0,TANJONG PAGAR PLAZA,2.0,1.0,,82001,90031454.0,cici@global-eduhub.com,
201000000083,PT8655,LITTLE TREE HOUSE @ PASIR RIS PTE. LTD.,CC,Childcare Centre,1.0,PASIR RIS TERRACE,,,PASIR RIS BEACH PARK,518645,65835548.0,suzanne@littletreehouse.com.sg,
201000000079,9401553,STERLING CLINIC & SURGERY,HC,Healthcare Institution,3.0,LOR LEW LIAN,1.0,64.0,,531003,62849971.0,,
201000000078,5700000,KHOO TECK PUAT HOSPITAL,HC,Healthcare Institution,90.0,YISHUN CENTRAL,,,,768828,65558000.0,,
201000000077,EP10059,SBCC Child Development,EI,Early Intervention Programmes,10.0,SINARAN DRIVE,10.0,,NOVENA MEDICAL CENTER,307506,63976627.0,info@thomsonpaeds.com,
201000000076,9405515,INTERNATIONAL CHILD & ADOLESCENT CLINIC (ICAC SPECIALIST PTE LTD),HC,Healthcare Institution,820.0,THOMSON ROAD,8.0,,MOUNT ALVERNIA HOSPITAL MEDICAL,574623,62555239.0,ongek@singnet.com.sg,
201000000075,9401622,TANGLIN HALT CLINIC,HC,Healthcare Institution,39.0,TANGLIN HALT RD,1.0,,,143039,96336636.0,dr.lilyneo@gmail.com,
201000000074,9400705,HOUGANG CLINIC,HC,Healthcare Institution,631.0,HOUGANG AVE 8,1.0,16.0,,530631,62826306.0,chua_chong_li@hotmail.com,
201000000073,9400939,LER CLINIC & SURGERY,HC,Healthcare Institution,835.0,TAMPINES ST 83,1.0,10.0,,520835,67886279.0,lerclinictamp83@singnet.com.sg,
201000000072,9403684,BOK FAMILY CLINIC  PTE LTD,HC,Healthcare Institution,117.0,BEDOK RESERVOIR ROAD,1.0,58.0,,470117,67478200.0,tsbok888@yahoo.com.sg,
201000000070,9401597,TAMPINES MEDILIFE CLINIC,HC,Healthcare Institution,801.0,TAMPINES AVE 4,1.0,263.0,,520801,67825142.0,drtaneepoh@hotmail.com,
201000000064,PT8650,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,CC,Childcare Centre,300.0,TAMPINES AVENUE 5,4.0,2.0,NTUC INCOME TAMPINES JUNCTION,529653,65877142.0,francischa@littleskoolhouse.com,
201000000065,PT8651,CHERIE HEARTS @ CHANGI BUSINESS PARK PTE. LTD.,CC,Childcare Centre,1.0,CHANGI BUSINESS PARK CRESCENT,1.0,1.0,,486025,62605611.0,jojo.tan@twinklekidz.com,
201200000494,SS20154566,OPTICAL 88 (S) PTE LTD (ION ORCHARD-PREMIER),OS,Optical Shop,2.0,ORCHARD TURN,,40.0,ION ORCHARD,238801,65093066.0,cs@optical88.com.sg,
201200000493,SS20154567,OPTICAL 88 (S) PTE LTD (JURONG POINT SHOPPING CENTRE),OS,Optical Shop,63.0,JURONG WEST CENTRAL 3,,,JURONG POINT SHOPPING CENTRE,648331,67949561.0,cs@optical88.com.sg,
201200000491,PH01620,Guardian Pharmacy (Orchard Towers),PH,Pharmacy,1.0,CLAYMORE DR,1.0,,ORCHARD TOWERS,229594,67337508.0,gwrs@guardian.com.sg,
201200000490,PH01842,GUARDIAN PHARMACY (NOVENA SQUARE),PH,Pharmacy,238.0,THOMSON ROAD,1.0,31.0,NOVENA SQUARE,307683,62527019.0,gwrs@guardian.com.sg,
201200000489,MCPH0800367,GUARDIAN PHARMACY (NORTHPOINT),PH,Pharmacy,930.0,YISHUN AVENUE 2,,,,769098,67546574.0,gwrs@guardian.com.sg,
201200000488,SS20154572,DR OPTICS PTE LTD,OS,Optical Shop,11.0,JALAN TAN TOCK SENG,1.0,9.0,TTSH,308433,62555579.0,wlsonlam@yahoo.com,
201200000487,PH01717,GUARDIAN PHARMACY (TAMPINES MALL),PH,Pharmacy,4.0,TAMPINES CENTRAL 5,,,TAMPINES MALL,529510,67870648.0,wjtan@guardian.com.sg,
201200000482,SS20154578,OPTICAL 88 (S) PTE LTD (LOT ONE SHOPPERS' MALL),OS,Optical Shop,21.0,CHOA CHU KANG AVENUE 4,,2.0,LOT ONE SHOPPERS' MALL,689812,67674230.0,cs@optical88.com.sg,
201200000481,SS20154579,OPTICAL 88 (S) PTE LTD (CLEMENTI CENTRAL),OS,Optical Shop,449.0,CLEMENTI AVENUE 3,1.0,259.0,,120449,68724131.0,cs@optical88.com.sg,
201200000476,MCPHA1000004,GUARDIAN PHARMACY (313 @ SOMERSET),PH,Pharmacy,313.0,ORCHARD ROAD,,,313 @ SOMERSET,238895,66340991.0,gwrs@guardian.com.sg,
201200000475,SS20154585,OPTICAL 88 (S) PTE LTD (PARKWAY PARADE),OS,Optical Shop,80.0,MARINE PARADE ROAD,,,PARKWAY PARADE,449269,64409296.0,cs@optical88.com.sg,
201200000185,SS20154875,B & W OPTICS & WATCH TRADING,OS,Optical Shop,248.0,SIMEI STREET 3,1.0,130.0,,520248,67863528.0,bwteh@hotmail.com,
201200000184,SS20154876,PIN PIN OPTICAL CO PTE LTD,OS,Optical Shop,140.0,PAYA LEBAR ROAD,3.0,5.0,AZ @ PAYA LEBAR,409015,63379515.0,pinpin_optical@yahoo.com.sg,
201200000183,SS20154877,BEIER OPTICS MARKETING,OS,Optical Shop,1.0,PARK ROAD,2.0,16.0,PEOPLE'S PARK COMPLEX,59108,65365117.0,tomle46@hotmail.com,
201200000182,SS20154878,VISIONLINK OPTICS & CONTACT LENS,OS,Optical Shop,624.0,CHOA CHU KANG ST 64,1.0,228.0,,680624,67641306.0,koh_dn@yahoo.com.sg,
201200000181,SS20154879,WINSON OPTICAL & WATCHES,OS,Optical Shop,61.0,TEBAN GARDEN ROAD,1.0,4.0,,600061,65154068.0,,
201200000180,SS20154880,YI EYECARE,OS,Optical Shop,624.0,CHOA CHU KANG STREET 62,1.0,236.0,,680624,67624961.0,lmlcarol@yahoo.com.sg,
201200000179,SS20154881,MEE MEE OPTICS PTE LTD,OS,Optical Shop,1.0,JALAN ANAK BUKIT,1.0,,BUKIT TIMAH PLAZA,588996,64661028.0,bukittimah@meemeeoptics.com.sg,
201200000178,SS20154882,KJ Optometrists (P.C.),OS,Optical Shop,10.0,EUNOS ROAD 8,,121.0,SINGAPORE POST CENTRE,408600,68442555.0,lee_kai_hung@yahoo.com,
201200000177,SS20154883,FENG YANG EYECARE,OS,Optical Shop,963.0,JURONG WEST STREET 91,1.0,312.0,,640963,63160907.0,wantengang@gmail.com,
201200000176,SS20154884,COMFORT EYEWEAR,OS,Optical Shop,631.0,HOUGANG AVENUE 8,1.0,12.0,,530631,62844431.0,comforteyewear@gmail.com,
201200000175,SS20154885,AMAZING EYES,OS,Optical Shop,48.0,SIMS PLACE,1.0,163.0,,380048,67859904.0,amazingeyes7@gmail.com,
201200000174,SS20154886,MY EYE ROOM PTE LTD,OS,Optical Shop,484.0,UPPER BUKIT TIMAH ROAD,1.0,1.0,THE RAILMALL,678087,67666685.0,myeyeroom10@yahoo.com,
201200000173,ST0101,PCF SPARKLETOTS PRESCHOOL @ SEMBAWANG BLK 504A (CC),CC,Childcare Centre,,MONTREAL DRIVE,1.0,150.0,,751504,67532301.0,Nurharyati.Bte.Mohd.Ansary@pcf.org.sg,
201200000171,SS20154889,EYECARE PEOPLE PTE LTD,OS,Optical Shop,25.0,LORONG LIPUT,,,,277735,67638826.0,hello@eyecarepeople.com.sg,
201200000170,SS20154890,POLYCARE OPTOMETRIST,OS,Optical Shop,360.0,BALESTIER ROAD,1.0,8.0,SHAW PLAZA,329783,63542620.0,,
201200000169,SS20154891,MARINE OPTICAL,OS,Optical Shop,82.0,MARINE PARADE TOWN CENTRAL,1.0,622.0,,440082,63488626.0,,
201200000167,SS20154893,PEARL'S OPTICAL CO. PTE LTD,OS,Optical Shop,101.0,UPPER CROSS STREET,2.0,,PEOPLE'S PARK CENTRE,58357,65325110.0,pearlsoptical@pacific.net.sg,
201200000166,SS20154894,MR. EYEWEAR,OS,Optical Shop,18.0,CROSS STREET,1.0,21.0,,48423,67535711.0,,
201200000165,SS20154895,MR. EYEWEAR,OS,Optical Shop,1.0,BUKIT BATOK CENTRAL LINK,4.0,5.0,WEST MALL,658713,67925733.0,,
201200000164,SS20154896,MR. EYEWEAR,OS,Optical Shop,414.0,YISHUN RING ROAD,1.0,1867.0,,760414,67535687.0,SEEKWANG@MREYEWEAR.COM.SG,
201100000095,9404573,T32 DENTAL CENTRE,HC,Healthcare Institution,1.0,ORCHARD BOULEVARD,17.0,0.0,CAMDEN MEDICAL CENTRE,248649,67331388.0,t32@t32dental.com,
201100000094,ST0074,PCF SPARKLETOTS PRESCHOOL @ MARSILING BLK 302 (CC),CC,Childcare Centre,302.0,WOODLANDS STREET 31,1.0,303.0,,730302,63683926.0,Fazlina.Sulaiman@pcf.org.sg,
201100000093,PT8748,AMAZING STAR MONTESSORI HOUSE (UBI),CC,Childcare Centre,306.0,UBI AVENUE 1,2.0,187.0,,400306,68440706.0,ubi@amazing-star.com,
