"seq_no","instn_code","instn_name","instn_srvc_type_cde","instn_srvc_type","instn_blk_hse_no","instn_street_name","instn_flr_no","instn_unit_no","instn_bldg_name","instn_pc","instn_ofc_no","instn_email","ap_user_name"
"201000000269","PT8712","EAGER BEAVER SCHOOLHOUSE 1 PTE. LTD.","CC","Childcare Centre","925","YISHUN CENTRAL 1","05","227","na","760925","68528204","EB1@EB.SG","na"
"201000000270","PT8713","NURTURESTARS PTE. LTD.","CC","Childcare Centre","60","YISHUN AVENUE 4","01","V1","na","769027","67550859","samanthaleow@nurturestars.sg","na"
"201000000264","PT8707","PAT'S SCHOOLHOUSE PTE. LTD.","CC","Childcare Centre","110","ALEXANDRA ROAD","na","na","ALEXANDRA POST OFFICE","159921","64794120","Tanglin@Patschoolhouse.com","na"
"201000000263","PT8706","MULBERRY LEARNING CENTRE INTERNATIONAL PTE. LTD.","CC","Childcare Centre","31","INTERNATIONAL BUSINESS PARK","01","04","CREATIVE RESOURCE","609921","90031454","cici@global-eduhub.com","na"
"201200000705","SS20154360","LEONG YEW OPTICAL CO","OS","Optical Shop","631","BEDOK RESERVOIR ROAD","01","956","na","470631","62416326","hui2002sg@yahoo.com.sg","na"
"201200000704","12C0133","Q & M DENTAL SURGERY (BEDOK CENTRAL)","HC","Healthcare Institution","214","BEDOK NORTH STREET 1","01","173","na","460214","68760533","na","na"
"201200000702","11C0062","Q & M DENTAL SURGERY (BOON LAY MRT)","HC","Healthcare Institution","301","BOON LAY WAY","01","05","BOON LAY MRT STATION","649846","67913323","na","na"
"201200000701","12C0075","Q & M DENTAL SURGERY (TAMPINES MRT)","HC","Healthcare Institution","20","TAMPINES CENTRAL 1","01","11","TAMPINES MRT STATION","529538","67850608","na","na"
"201200000700","SS20154364","JAMCO OPTICAL & TRADING CO.","OS","Optical Shop","865","MOUNTBATTEN ROAD","B1","15","KATONG SHOPPING CENTRE","437844","63459519","Enquiries@jamcooptical.com","na"
"201200000699","12C0167","Prohealth Medical Group @Clementi One Pte Ltd","HC","Healthcare Institution","420A","CLEMENTI AVENUE 1","01","03","na","121420","66942001","na","na"
"201200000698","SS20154366","UNITED EYECARE (NOVENA) LLP","OS","Optical Shop","10","SINARAN DRIVE","03","108","SQUARE 2","307506","63976885","UEYECARE@YAHOO.COM.SG","na"
"201200000694","SS20154370","I-LOOK OPTICAL","OS","Optical Shop","735","PASIR RIS ST 72","01","350","PASIR RIS WEST PLAZA","510735","65833436","na","na"
"201200000693","SS20154371","TAMPINES OPTICAL & CONTACT LENS CENTRE PTE LTD","OS","Optical Shop","638","JURONG WEST STREET 61","01","07","na","640638","67947865","dingsien@ymail.com","na"
"201200000692","SS20154372","TAMPINES OPTICAL & CONTACT LENS CENTRE PTE LTD","OS","Optical Shop","41","JALAN TIGA","01","06","na","390041","62429070","na","na"
"201200000691","SS20154373","TAMPINES OPTICAL & CONTACT LENS CENTRE PTE LTD","OS","Optical Shop","57","DAWSON ROAD","01","02","na","142057","64722873","dingsien@ymail.com","na"
"201200000690","SS20154374","TAMPINES OPTICAL & CONTACT LENS CENTRE PTE LTD","OS","Optical Shop","628","SENJA ROAD","01","06","na","670628","67635808","dingsien@ymail.com","na"
"201200000689","SS20154375","TAMPINES OPTICAL & CONTACT LENS CENTRE PTE LTD","OS","Optical Shop","883","WOODLANDS STREET 82","01","490","na","731883","63650766","dingsien@ymail.com","na"
"201200000688","SS20154376","TAMPINES OPTICAL & CONTACT LENS CENTRE PTE LTD","OS","Optical Shop","888","WOODLANDS DRIVE 50","01","743","na","730888","68916493","dingsien@ymail.com","na"
"201200000687","SS20154377","TAMPINES OPTICAL & CONTACT LENS CENTRE PTE LTD","OS","Optical Shop","825","TAMPINES STREET 81","01","72","na","520825","67878380","dingsien@ymail.com","na"
"201200000686","SS20154378","J'S OPTICS","OS","Optical Shop","503","JURONG WEST ST 52","01","837","na","640503","65601648","jamesteo77@gmail.com","na"
"201200000685","SS20154379","EVERBEST OPTICS","OS","Optical Shop","6","1 CHOA CHU KANG GROVE","04","08","na","688236","67600218","everbestoptics@gmail.com","na"
"201200000377","SS20154683","SPECTACLE HUT","OS","Optical Shop","1","HARBOURFRONT WALK","B1","14","na","098585","62216717","shsvc@singnet.com.sg","na"
"201200000376","SS20154684","SPECTACLE HUT","OS","Optical Shop","1","BUKIT BATOK CENTRAL LINK","02","06","WEST MALL","658713","68987717","s8984217@singnet.com.sg","na"
"201200000373","SS20154687","SPECTACLE HUT","OS","Optical Shop","10","TAMPINES CENTRAL 1","01","36","TAMPINES 1","529536","67847717","spext1@singnet.com.sg","na"
"201200000372","SS20154688","SPECTACLE HUT","OS","Optical Shop","10","SINARAN DRIVE","01","138","SQUARE 2","307506","63972903","besq2@singnet.com.sg","na"
"201200000369","SS20154691","SPECTACLE HUT","OS","Optical Shop","252","NORTH BRIDGE ROAD","B1","32","RAFFLES CITY SHOPPING CENTRE","179103","65607717","shsrs@singnet.com.sg","na"
"201200000368","SS20154692","SPECTACLE HUT","OS","Optical Shop","1","QUEENSWAY","01","50","QUEENSWAY SHOPPING CENTRE","149053","64747717","s4753083@singnet.com.sg","na"
"201200000367","SS20154693","SPECTACLE HUT","OS","Optical Shop","68","ORCHARD ROAD","02","29","PLAZA SINGAPURA","238839","63397717","SHSPZ@spectaclehut.com.sg","na"
"201200000366","SS20154694","SPECTACLE HUT","OS","Optical Shop","930","YISHUN AVENUE 2","B1","32","NORTHPOINT CITY","769098","67537717","y7537717@singnet.com.sg","na"
"201200000364","SS20154696","SPECTACLE HUT","OS","Optical Shop","23","SERANGOON CENTRAL","B2","23/24","NEX@SERANGOON","663451","66345717","SHSNX@SINGNET.COM.SG","na"
"201200000362","SS20154698","CLEARVIEW OPTICAL","OS","Optical Shop","28","DOVER CRESCENT","01","93","MUTLI STOREY CARPARK","130028","67778268","clearviewopt2007@yahoo.com.sg","na"
"201200000361","SS20154699","SPECTACLE HUT","OS","Optical Shop","2","JURONG EAST STREET 21","01","71","IMM BUILDING","609601","65617717","shimm@singnet.com.sg","na"
"201200000360","SS20154700","SPECTACLE HUT","OS","Optical Shop","1","MARITIME SQUARE","02","63","HARBOURFRONT CENTRE","099253","62727717","SHSHF@SPECTACLEHUT.COM.SG","na"
"201200000359","SS20154701","SPECTACLE HUT","OS","Optical Shop","3155","COMMONWEALTH AVENUE WEST","01","10","CLEMENTI MALL","129588","67791085","shsc2@singnet.com.sg","na"
"201200000357","SS20154703","SPECTACLE HUT","OS","Optical Shop","2","BAYFRONT AVENUE","B2","242","THE SHOPPES AT MARINA BAY SANDS","018972","66887323","SHSM2@SPECTACLEHUT.COM.SG","na"
"201200000061","12C0029","E MEDICAL CLINIC & SURGERY","HC","Healthcare Institution","126","LORONG 1 TOA PAYOH","01","567","na","310126","63569391","drlee@e-medicalclinic.com","na"
"201200000060","ST0097","PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 206 (CC)","CC","Childcare Centre","206","BUKIT BATOK STREET 21","01","78","na","650206","65609227","Aneza.Sahul.Hameed@pcf.org.sg","na"
"201200000059","PT8834","ESHKOL VALLEY @ SENGKANG PEARL PTE. LTD.","CC","Childcare Centre","212A","COMPASSVALE DRIVE","02","125","na","541212","83232245","ESHKOLVALLEY.SG@GMAIL.COM","na"
"201200000056","PT8831","JUDE CHILD CARE AND CHILD DEVELOPMENT CENTRE","CC","Childcare Centre","104","PASIR RIS STREET 12","01","141","na","510104","65820285","JUDECHILDCARE@HOTMAIL.COM","na"
"201200000055","12C0005","CHIANG CHILDREN'S ALLERGY AND ASTHMA CLINIC PTE LTD","HC","Healthcare Institution","3","MOUNT ELIZABETH","17","12","MOUNT ELIZABETH MEDICAL CENTRE","228510","6734565","drchiang.allergy @gmail.com","na"
"201200000054","ST0096","PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 824 (CC)","CC","Childcare Centre","824","WOODLANDS STREET 81","01","02","na","730824","63621082","Mak.Kit.Leng@pcf.org.sg","na"
"201200000051","ST0094","PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK EAST BLK 208 (CC)","CC","Childcare Centre","208","JURONG EAST STREET 21","01","189","na","600208","65674739","Karen.ChuaBC@pcf.org.sg","na"
"201200000052","ST0095","PCF SPARKLETOTS PRESCHOOL @ SERANGOON BLK 141 (CC)","CC","Childcare Centre","141","SERANGOON NORTH AVENUE 2","01","08","na","550141","62817375","CHEN.FOO.YING@PCF.ORG.SG","na"
"201200000050","ST0093","PCF SPARKLETOTS PRESCHOOL @ PIONEER BLK 694 (CC)","CC","Childcare Centre","694","JURONG WEST CENTRAL 1","01","01","na","640694","67911792","Sharifah.Nazihah.Ahmad@pcf.org.sg","na"
"201200000047","PT8827","GREENFIELD MONTESSORI CHILD CARE PTE. LTD.","CC","Childcare Centre","8","HONG SAN WALK","na","na","COMFORT GARDEN","688999","67600895","vasugipunniya@gmail.com","na"
"201200000048","PT8828","BLOSSOM DISCOVERY CENTRE LLP","CC","Childcare Centre","275A","LORONG CHUAN","na","na","na","556770","98596541","jasmineng@blossomedugroup.com.sg","na"
"201200000045","11C0241","KI MEDICAL CLINIC","HC","Healthcare Institution","416","ANG MO KIO AVENUE 10","01","975","na","560416","64554475","kialex@singnet.com.sg","na"
"201200000044","PT9720","WEE CARE KINDERGARTEN PTE LTD","KN","Kindergarten","71","OXLEY RISE","02","02","THE RISE @ OXLEY","238698","68361450","siti@weecare.com.sg","na"
"201000000260","NT0498","MY FIRST SKOOL","CC","Childcare Centre","306","SERANGOON AVENUE 2","01","58","na","550306","66349989","info@myfirstskool.com","na"
"201000000261","NT0499","MY FIRST SKOOL","CC","Childcare Centre","18","MARINE TERRACE","01","108","na","440018","66349989","info@myfirstskool.com","na"
"201000000258","PT9712","MAHAD AL-NASRY @TAMPINES KINDERGARTEN","KN","Kindergarten","476","TAMPINES STREET 44","01","179","na","520476","90142493","alisaalnasry@gmail.com","na"
"201000000257","9405646","Q & M DENTAL SURGERY (NOVENA)","HC","Healthcare Institution","238","THOMSON ROAD","02","01","NOVENA SQUARE","307683","62513233","QANDM@QANDM.COM.SG","na"
"201000000256","ST0054","PCF SPARKLETOTS PRESCHOOL @ GEYLANG SERAI BLK 412 (CC)","CC","Childcare Centre","413","EUNOS ROAD 5","01","84","na","400413","67476280","LEE.LAY.CHWEE@PCF.ORG.SG","na"
"201000000254","PT8704","MINDCHAMPS PRESCHOOL @ JTC SUMMIT PTE. LTD.","CC","Childcare Centre","8","JURONG TOWN HALL ROAD","05","01","JTC SUMMIT, THE","609434","68968896","LYNNCHEW.PS@MINDCHAMPS.ORG","na"
"201000000253","PT8703","CHERIE HEARTS @ ADMIRAX PTE. LTD.","CC","Childcare Centre","8","ADMIRALTY STREET","01","03","ADMIRAX","757438","64838318","jeffrey.cho@cheriehearts.com.sg","na"
"201000000252","PT8702","BRIGHTON MONTESSORI INTERNATIONAL PRE-SCHOOL @ SUNSET","CC","Childcare Centre","41","SUNSET WAY","02","01","CLEMENTI ARCADE","597071","64646396","sunset@brightonmontessori.com.sg","na"
"201000000245","NT0494","MY FIRST SKOOL","CC","Childcare Centre","291A","BUKIT BATOK STREET 24","01","57","na","650291","66349989","info@myfirstskool.com","na"
"201000000247","NT0496","MY FIRST SKOOL","CC","Childcare Centre","503","BEDOK NORTH STREET 3","01","78","na","460503","66349989","info@myfirstskool.com","na"
"201000000246","NT0495","MY FIRST SKOOL","CC","Childcare Centre","82","STRATHMORE AVENUE","01","138","na","141082","66349989","info@myfirstskool.com","na"
"201000000244","NT0493","MY FIRST SKOOL","CC","Childcare Centre","111","MCNAIR ROAD","01","238","na","320111","66349989","info@myfirstskool.com","na"
"201000000248","NT0497","MY FIRST SKOOL","CC","Childcare Centre","63","TELOK BLANGAH HEIGHTS","01","219","na","100063","66349989","info@myfirstskool.com","na"
"201000000243","CPE357684","STAMFORD AMERICAN INTERNATIONAL SCHOOL PTE LTD","KP","CPE Kindergarten","1","WOODLEIGH LANE","na","na","na","357684","66027247","eve.rogove@sais.edu.sg","na"
"201200000684","PH01823","SINGHEALTH POLY - TAMPINES","PH","Pharmacy","1","TAMPINES STREET 41","01","00","TAMPINES POLYCLINIC","529203","67864070","singhealthpolyclinics@singhealth.com.sg","na"
"201200000683","PH01868","SINGHEALTH POLY - PASIR RIS","PH","Pharmacy","1","PASIR RIS DRIVE 4","01","11","na","519457","65855390","singhealthpolyclinics@singhealth.com.sg","na"
"201200000682","MCPH1200783","SINGHEALTH POLY - GEYLANG","PH","Pharmacy","21","GEYLANG EAST CENTRAL","02","na","GEYLANG POLYCLINIC","389707","68422440","singhealthpolyclinics@singhealth.com.sg","na"
"201200000681","PH01827","SINGHEALTH POLY - BUKIT MERAH","PH","Pharmacy","163","BUKIT MERAH CENTRAL","04","3565","na","150163","62713911","singhealthpolyclinics@singhealth.com.sg","na"
"201200000680","EP11074","TLC SPEECH AND FEEDING CLINIC","EI","Early Intervention Programmes","557","BUKIT TIMAH ROAD","02","19","CROWN CENTRE","269694","92768202","yiyui.speech@gmail.com","na"
"201200000679","SS20154385","SPECTACLE HUT","OS","Optical Shop","460","ALEXANDRA ROAD","01","28","ALEXANDRA RETAIL CENTRE","119963","62766617","shsar@singnet.com.sg","na"
"201200000675","SS20154389","PEDIAOPTIX INTERNATIONAL PTE LTD","OS","Optical Shop","998","TOA PAYOH NORTH","01","11","na","318993","67322473","pediaoptix@gmail.com","na"
"201200000673","SS20154391","YES_EYEWEAR","OS","Optical Shop","8A","MARINA BOULEVARD","B2","08","MARINA BAY LINK MALL","018984","66341633","na","na"
"201200000672","SS20154392","TRENDY EYES PTE LTD","OS","Optical Shop","799","NEW UPPER CHANGI ROAD","B1","02","BEDOK POINT","467351","62412191","trendyeyes@hotmail.com","na"
"201200000671","SS20154393","YSH OPTICAL SPECIALIST PTE LTD","OS","Optical Shop","50","EAST COAST ROAD","02","34B","ROXY SQUARE SHOPPING CENTRE","428769","63468822","shirley@ysh.sg","na"
"201200000670","MCPH 0700114","KK OUTPATIENT PHARMACY","PH","Pharmacy","100","BUKIT TIMAH ROAD","na","na","na","229899","63942463","janice.lim.ch@kkh.com.sg","na"
"201200000669","SS20154395","WEST ISLAND OPTICAL CENTRE","OS","Optical Shop","932","YISHUN CENTRAL 1","01","91","na","760932","62579883","na","na"
"201200000667","SS20154397","SPEX @ BISHAN PTE LTD","OS","Optical Shop","510","BISHAN STREET 13","01","520","na","570510","63399950","spexbishan@gmail.com","na"
"201200000665","SS20154399","EYE &  UR OPTICS","OS","Optical Shop","505","ANG MO KIO AVE 8","01","2680","na","560505","65547078","na","na"
"201200000356","SS20154704","SPECTACLE HUT","OS","Optical Shop","180","KITCHENER ROAD","B1","08","CITY SQUARE MALL","208539","65096317","shsct@singnet.com.sg","na"
"201200000354","SS20154706","SPECTACLE HUT","OS","Optical Shop","2","BAYFRONT AVENUE","B2","47","THE SHOPPES AT MARINA BAY SANDS","018972","66887717","baysands@spectaclehut.com.sg","na"
"201200000352","SS20154708","SPECTACLE HUT","OS","Optical Shop","56","ANG MO KIO AVE 3","01","23","AMK HUB","569933","64567717","spexamk@singnet.com.sg","na"
"201200000351","SS20154709","SPECTACLE HUT","OS","Optical Shop","6","RAFFLES BOULEVARD","02","150","MARINA SQUARE","039594","63377717","shsm3@signnet.com.sg","na"
"201200000349","SS20154711","DE EYEWEAR","OS","Optical Shop","722","CLEMENTI WEST STREET 2","01","158","na","120722","67797880","yiling_peh@yahoo.com.sg","na"
"201200000348","SS20154712","IWEAR.COM","OS","Optical Shop","721","CLEMENTI WEST STREET 2","01","124","na","120721","67771218","iwear@singnet.com","na"
"201200000345","SS20154715","BUKIT BATOK OPTICS","OS","Optical Shop","159","BUKIT BATOK STREET 11","01","184","na","650159","65671275","na","na"
"201200000344","SS20154716","SPECTACLE HUT","OS","Optical Shop","63","JURONG WEST CENTRAL 3","03","68","JURONG POINT","648331","63163717","spexjpoint@singnet.com.sg","na"
"201200000343","SS20154717","SPECTACLE HUT","OS","Optical Shop","9","BISHAN PLACE","02","50","JUNCTION 8","579837","62596717","na","na"
"201200000342","SS20154718","KAI JOO OPTICS AND CONTACT LENS","OS","Optical Shop","845","GEYLANG ROAD","01","24","TANJONG KATONG COMPLEX","400845","67475110","kaihlee@hotmail.com","na"
"201200000341","SS20154719","C2 OPTICS CENTRE","OS","Optical Shop","768","WOODLANDS AVE 6","01","19","WOODLANDS MART","730768","63642279","na","na"
"201200000340","SS20154720","ANCO OPTICS & CONTACT LENSES","OS","Optical Shop","201D","TAMPINES ST 21 AVE 2","01","1107","na","352201","67811933","na","na"
"201200000339","SS20154721","NATION OPTICAL","OS","Optical Shop","629","ANG MO KIO AVE 4","01","1002","na","560629","64564622","natopt@singnet.com.sg","na"
"201200000338","SS20154722","TECK SEONG OPTICAL CO","OS","Optical Shop","2","EVERTON PARK","01","49","na","081002","62218420","na","na"
"201200000337","AT201582","SADEAF HEARING CARE CENTRE ( SADEAF HCC)","AT","Assistive Technology Device Providers","227","MOUNTBATTEBN ROAD","na","na","na","397998","63448274","na","na"
"201200000043","PT9702","TWO BY TWO SCHOOLHOUSE","KN","Kindergarten","55","55 LOR L TELOK KURAU","03","61","BRIGHT CENTRE","425500","94248246","lianne@twobytwo.sg","na"
"201200000042","9400653","HEALTHPLUS CLINIC & SURGERY","HC","Healthcare Institution","631","BEDOK RESERVOIR ROAD","01","898","na","470631","64460529","dina_quek@yahoo.com","na"
"201200000041","ST0092","PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 145 (CC)","CC","Childcare Centre","145","MEI LING STREET","01","137","na","140145","64716606","Norhayati.Mohd.Samsulhok@pcf.org.sg","na"
"201200000040","12C0014","DR LEO ADULT & PAEDIATRIC EYE SPECIALIST PTE LTD","HC","Healthcare Institution","3","MOUNT ELIZABETH","10","04","MT ELIZABETH MEDICAL CENTRE","228510","67378366","info@drleoeyespecialist.com","na"
"201200000038","ST0091","PCF SPARKLETOTS PRESCHOOL @ EUNOS BLK 620 (CC)","CC","Childcare Centre","620","BEDOK RESERVOIR ROAD","01","1426","na","470620","64490069","seok.kheng.yap@pcf.org.sg","na"
"201200000035","NT0524","MY FIRST SKOOL","CC","Childcare Centre","14A","LORONG 7 TOA PAYOH","01","229","na","311014","66349989","info@myfirstskool.com","na"
"201200000034","12C0019","DENTAL FOCUS CHANGI CLINIC","HC","Healthcare Institution","58","CHANGI ROAD","na","na","na","419711","63462513","urbandentalsg@gmail.com","na"
"201200000033","9405373","TWINKLE FAMILY DENTALCARE PTE. LTD.","HC","Healthcare Institution","201B","TAMPINES STREET 21","01","1069","na","522201","67892837","russvinci@gmail.com","na"
"201200000026","11C0246","PHOENIX MEDICAL GROUP","HC","Healthcare Institution","1","SELETAR ROAD","02","11","GREENWICH V","807011","65553512","serenelee@phoenixmedical.sg","na"
"201200000025","PT9606","ZULFA KINDERGARTEN @ PASIR RIS","KN","Kindergarten","626","PASIR RIS DRIVE 3","01","302","na","510626","65827965","admin_pr@zulfa.edu.sg","na"
"201000000241","9405715","Q & M DENTAL CENTRE (ORCHARD) PTE LTD","HC","Healthcare Institution","176","ORCHARD ROAD","03","16/17","THE CENTREPOINT","238843","67322633","QANDM@QANDM.COM.SG","na"
"201000000240","9405712","DR CHUA'S FAMILY CLINIC PTE. LTD.","HC","Healthcare Institution","638","JURONG WEST STREET 61","02","05","PIONEER MALL","640638","67928505","drchuakokkeong@yahoo.com.sg","na"
"201000000238","9405672","Dr. Tan & Partners","HC","Healthcare Institution","11","UNITY STREET","02","07","ROBERTSON WALK","237995","62387810","kokkuantan@yahoo.com.sg","na"
"201000000232","ST0047","PCF SPARKLETOTS PRESCHOOL @ MARSILING BLK 339 (CC)","CC","Childcare Centre","339","WOODLANDS AVE 1","01","553","na","730339","63641246","siti.rakinah.binte.abdul.malek@pcf.org.sg","na"
"201000000234","ST0049","PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING BLK 553 (CC)","CC","Childcare Centre","553","JURONG WEST STREET 42","01","311","na","640553","66651297","Suhartina.Buang@pcf.org.sg","na"
"201000000235","ST0050","PCF SPARKLETOTS PRESCHOOL @ YUHUA BLK 233 (CC)","CC","Childcare Centre","233","JURONG EAST STREET 21","01","410","na","600233","65632562","Hwee.Lin.Lee@PCF.org.sg","na"
"201000000237","ST0052","PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH BLK 305 (CC)","CC","Childcare Centre","305","CLEMENTI  AVENUE 4","01","399","na","120305","67799108","Sumitra.Tiwari@pcf.org.sg","na"
"201000000236","ST0051","PCF SPARKLETOTS PRESCHOOL @ YUHUA BLK 264 (CC)","CC","Childcare Centre","264","JURONG EAST STREET 24","01","523","na","600264","65632427","Rusnah.Binte.Ramat@pcf.org.sg","na"
"201000000233","ST0048","PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL BLK 404 (CC)","CC","Childcare Centre","404","JURONG WEST STREET 42","01","575","na","640404","65641912","Noorlinda.Buang@pcf.org.sg","na"
"201000000231","ST0046","PCF SPARKLETOTS PRESCHOOL @ PAYA LEBAR BLK 221 (CC)","CC","Childcare Centre","221","HOUGANG STREET 21","01","90","na","530221","62816147","Kavitha.Panjarselon@PCF.Org.sg","na"
"201000000230","ST0045","PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL BLK 270 (CC)","CC","Childcare Centre","270","SENGKANG CENTRAL","01","01","MULTI STOREY CAR PARK","540270","66349685","Grace.OngSB@PCF.org.sg","na"
"201000000229","ST0044","PCF SPARKLETOTS PRESCHOOL @ KEBUN BARU BLK 180 (CC)","CC","Childcare Centre","180","ANG MO KIO AVENUE 5","01","2948","na","560180","65549509","Rachel.Suganya.David@PCF.org.sg","na"
"201000000228","ST0043","PCF SPARKLETOTS PRESCHOOL @ MOULMEIN-CAIRNHILL BLK 50 (CC)","CC","Childcare Centre","50","DORSET RD","01","132","na","210050","62912844","Siti.Rose.Rosli@pcf.org.sg","na"
"201000000226","ST0041","PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 115 (CC)","CC","Childcare Centre","115","BEDOK NORTH ROAD","01","303","na","460115","64430230","Norzaidah.Baski@pcf.org.sg","na"
"201000000225","ST0040","PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 677 (CC)","CC","Childcare Centre","677","WOODLANDS AVE 6","01","748","na","730677","63665006","Rajeswarii.DO.Raghavan@pcf.org.sg","na"
"201000000224","ST0039","PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 335 (CC)","CC","Childcare Centre","335","SERANGOON AVENUE 3","01","335","na","550335","62806922","Norhayati.Binte.Isnin@pcf.org.sg","na"
"201000000223","ST0038","PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 288 (CC)","CC","Childcare Centre","288","YISHUN AVE 6","01","46","na","760288","67561170","ANJALAI.SHUNMUGAM@pcf.org.sg","na"
"201200000662","SS20154402","NORTHERN OPTICIANS & OPTOMETRIST PTE LTD","OS","Optical Shop","1","JURONG WEST CENTRAL 2","02","20F","JURONG POINT SHOPPING CENTRE","648886","67949712","andrea@northernopticians.com","na"
"201200000661","SS20154403","NORTHERN OPTICIANS PTE  LTD","OS","Optical Shop","238","THOMSON ROAD","02","73/75","NOVENA VELOCITY SHOPPING CENTRE","307683","63526356","na","na"
"201200000660","SS20154404","NORTHERN OPTICIANS PTE LTD","OS","Optical Shop","290","ORCHARD ROAD","04","20","PARAGON SHOPPING CENTRE","238859","62351238","na","na"
"201200000659","SS20154405","NORTHERN OPTICIANS PTE LTD","OS","Optical Shop","1","JELEBU ROAD","02","40/41","BUKIT PANJANG PLAZA","677743","67635981","andrea@northernopticians.com","na"
"201200000658","SS20154406","V'SION CO. (EYECARE) PTE LTD","OS","Optical Shop","1","JELEBU ROAD","02","40/41","BUKIT PANJANG PLAZA","677743","68922873","andrea@northernopticians.com","na"
"201200000657","SS20154407","NORTHERN OPTICIANS & EYE CARE PTE LTD","OS","Optical Shop","2","TAMPINES CENTRAL 5","01","42","CENTURY SQUARE SHOPPING CENTRE","529509","67819390","na","na"
"201200000656","SS20154408","NORTHERN OPTICIANS & EYE CARE PTE LTD","OS","Optical Shop","23","SERANGOON CENTRAL","B1","55","NEX SHOPPING CENTRE","556083","66344338","na","na"
"201200000655","SS20154409","OPTIQUE PARIS MIKI (S) PTE LTD (LIANG COURT)","OS","Optical Shop","177","RIVER VALLEY ROAD","B1","10","LIANG COURT COMPLEX","179030","63380636","denule@parismiki.com.sg","na"
"201200000654","SS20154410","OPTIQUE PARIS MIKI (S) PTE LTD (PARKWAY PARADE)","OS","Optical Shop","80","MARINE PARADE ROAD","B1","09","PARKWAY PARADE","449269","64475146","denule@parismiki.com.sg","na"
"201200000652","SS20154412","OPTIQUE PARIS MIKI (S) PTE LTD (TAKASHIMAYA)","OS","Optical Shop","391","ORCHARD ROAD","04","09","NGEE ANN CITY TAKASHIMAYA","238872","67375990","denule@parismiki.com.sg","na"
"201200000651","SS20154413","OPTIQUE PARIS MIKI (S) PTE LTD (VIVO CITY)","OS","Optical Shop","1","HARBOUR FRONT WALK","01","148","VIVO CITY","098585","63769100","denule@parismiki.com.sg","na"
"201200000650","SS20154414","OPTIQUE PARIS MIKI (S) PTE LTD (BUGIS JUNCTION)","OS","Optical Shop","200","VICTORIA STREET","03","07","BUGIS JUNCTION","188024","63376680","denule@parismiki.com.sg","na"
"201200000649","SS20154415","OPTIQUE PARIS MIKI (S) PTE LTD (JUNCTION 8 S.C.)","OS","Optical Shop","9","BISHAN PLACE","02","04","JUNCTION 8 SHOPPING CENTRE","579837","63532367","denule@parismiki.com.sg","na"
"201200000647","SS20154417","OPTIQUE PARIS MIKI (S) PTE LTD (PLAZA SINGAPURA)","OS","Optical Shop","68","ORCHARD ROAD","03","22","PLAZA SINGAPURA","238839","63389966","denule@parismiki.com.sg","na"
"201200000646","SS20154418","OPTIQUE PARIS MIKI (S) PTE LTD (HOLLAND VILLAGE)","OS","Optical Shop","211","HOLLAND AVE","02","19/20","HOLLAND ROAD SHOPPING CENTRE","278967","64650213","denule@parismiki.com.sg","na"
"201200000645","SS20154419","OPTIQUE PARIS MIKI (S) PTE LTD (TAMPINES 1)","OS","Optical Shop","10","TAMPINES CENTRAL 1","B1","31","TAMPINES 1","529536","67860767","denule@parismiki.com.sg","na"
"201200000644","MCPH1000082","KHOO TECK PUAT HOSPITAL PHARMACY","PH","Pharmacy","90","YISHUN CENTRAL","Lvl","Tower","na","768828","66022624","yong.pei.chean@alexandrahealth.com.sg","na"
"201200000333","SS20154727","ASIA OPTICS AND CONTACT LENS CENTRE","OS","Optical Shop","190","TOA PAYOH LORONG 6","01","582","na","310190","62584669","k9393gwk@singnet.com.sg","na"
"201200000332","SS20154728","STRAITS CONTACT LENS & OPTICAL CENTRE","OS","Optical Shop","513","TAMPINES CENTRAL 1","01","166","na","520513","67893328","dan_xter@yahoo.com.sg","na"
"201200000325","SS20154735","BETTER VISION PTE LTD (VIVO CITY)","OS","Optical Shop","1","HARBOURFRONT WALK","B2","04","VIVO CITY","098585","62734533","btvs009@bettervision.com.sg","na"
"201200000324","SS20154736","BETTER VISION PTE LTD (NOVENA SQUARE)","OS","Optical Shop","238","THOMSON ROAD","02","39/40","NOVENA SQUARE","307683","62557295","BTVS007@bettervision.com.sg","na"
"201200000323","SS20154737","BRIGHT OPTIQUE","OS","Optical Shop","848","YISHUN STREET 81","01","128","na","760848","67593280","brightoptique@yahoo.com.sg","na"
"201200000322","SS20154738","BETTER VISION PTE LTD (WEST MALL)","OS","Optical Shop","1","BUKIT BATOK CENTRAL LINK","03","17","WEST MALL","658713","67944849","BTVS026@bettervision.com.sg","na"
